Links,Tên thủ tục,Mã thủ tục,Lĩnh vực,Cơ quan thực hiện,Mức độ cung cấp dịch vụ công trực tuyến,Cách thức thực hiện,Trình tự thực hiện,Thời hạn giải quyết,Phí,Lệ Phí,Thành phần hồ sơ,Yêu cầu - điều kiện,Căn cứ pháp lý,Biểu mẫu,Kết quả thực hiện,Link tải tài liệu (nếu có),,,,
https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=62012,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã",1.013123,"Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ","Cơ quan làm thủ tục đăng ký xe cấp tỉnh, cấp xã theo quy định tại: Điều 4 Thông tư số 79/2024/TT-BCA; Điều 12 Thông tư số 13/2025/TT-BCA.",Dịch vụ công trực tuyến một phần,+ Kê khai Giấy khai đăng ký xe trên Cổng Dịch vụ công hoặc kê khai trực tiếp tại cơ quan đăng ký xe. Cơ quan đăng ký xe tiếp nhận hồ sơ trong giờ làm việc. + Trả kết quả tại cơ quan đăng ký xe hoặc qua dịch vụ bưu chính.,"Bước 1: Chủ xe kê khai giấy khai thu hồi chứng nhận đăng ký xe, biển số xe trên cổng dịch vụ công hoặc kê khai trực tiếp tại cơ quan đăng ký xe, nộp hồ sơ thu hồi theo quy định và nhận giấy hẹn trả kết quả theo quy định; Bước 2: Sau khi tiếp nhận hồ sơ kê khai thu hồi, cổng dịch vụ công sinh mã hồ sơ dịch vụ công và gửi thông báo cho chủ xe qua tin nhắn hoặc thư điện tử. Bước 3: Cổng dịch vụ công gửi dữ liệu về Hệ thống đăng ký, quản lý xe. Sau khi tiếp nhận, kiểm tra hồ sơ bảo đảm hợp lệ, cơ quan đăng ký xe cấp 02 bản chứng nhận thu hồi chứng nhận đăng ký xe, biển số xe theo quy định (01 bản trả cho chủ xe; 01 bản lưu hồ sơ xe). Đối với xe tạm nhập, tái xuất của các đối tượng được hưởng quyền ưu đãi miễn trừ ngoại giao cấp 03 bản chứng nhận thu hồi chứng nhận đăng ký xe, biển số xe (02 bản trả cho chủ xe để nộp cho cơ quan hải quan và cơ quan đăng ký xe, 01 bản lưu hồ sơ xe). Trường hợp thu hồi theo quy định tại điểm a, điểm b khoản 5 Điều 39 Luật Trật tự, an toàn giao thông đường bộ thì chứng nhận thu hồi chứng nhận đăng ký xe, biển số xe có dán bản chà số máy, số khung và đóng dấu giáp lai của cơ quan đăng ký xe trên bản chà số máy, số khung xe.","+ Trường hợp thực hiện dịch vụ công trực tuyến một phần hoặc làm thủ tục trực tiếp tại cơ quan đăng ký xe: Không quá 02 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ; + Cấp chứng nhận thu hồi đăng ký xe, biển số xe, trong trường hợp bị mất chứng nhận đăng ký xe, biển số xe: Phải tiến hành xác minh trong thời hạn 30 ngày, kể từ ngày nhận đủ hồ sơ hợp lệ; sau khi xác minh, nếu đủ điều kiện thì cấp chứng nhận thu hồi đăng ký xe, biển số xe trong thời hạn 02 ngày làm việc; + Cấp bản sao chứng nhận thu hồi đăng ký xe, biển số xe: Phải tiến hành xác minh trong thời hạn 30 ngày, kể từ ngày nhận đủ hồ sơ hợp lệ; sau khi xác minh, nếu đủ điều kiện thì cấp bản sao chứng nhận thu hồi đăng ký xe, biển số xe trong thời hạn 02 ngày làm việc.",Không thu lệ phí || Không thu lệ phí,,"+ Thành phần hồ sơ: a) Giấy khai thu hồi chứng nhận đăng ký xe, biển số xe (Mẫu ĐKX11 ban hành kèm theo Thông tư 79/2024/TT-BCA ngày 15/11/2024 của Bộ trưởng Bộ Công an); b) Giấy tờ của chủ xe theo quy định; c) 02 bản chà số máy, số khung xe; d) Chứng nhận đăng ký xe; đ) Biển số xe; + Số lượng hồ sơ: 01 (một) bộ.","Thực hiện thu hồi chứng nhận đăng ký xe, biển số xe đối với xe cơ giới hết niên hạn sử dụng, hư hỏng không sử dụng được; xe bị thải bỏ, bị mất không tìm được và đề nghị thu hồi chứng nhận đăng ký xe, biển số xe theo yêu cầu.","+ Luật Trật tự, an toàn Giao thông đường bộ (Luật số 36/2024/QH15 ngày 27/06/2024); + Thông tư số 79/2024/TT-BCA ngày 15/11/2024 của Bộ trưởng Bộ Công an quy định về cấp, thu hồi chứng nhận đăng ký, biển số xe cơ giới, xe máy chuyên dùng. + Thông tư số 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an sửa đổi, bổ sung một số điều của các thông tư quy định về trật tự, an toàn giao thông đường bộ, đường sắt và đường thủy nội địa.",,"Chứng nhận thu hồi chứng nhận đăng ký xe, biển số xe (Mẫu ĐKX07/79 ban hành kèm theo Thông tư 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an).",None,,,,
https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=58712,Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu,1.013066,"Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ","Cơ quan làm thủ tục đăng ký xe cấp tỉnh, cấp xã theo quy định tại: Điều 4 Thông tư số 79/2024/TT-BCA; Điều 12 Thông tư số 13/2025/TT-BCA.",Dịch vụ công trực tuyến toàn trình,+ Chủ xe thực hiện kê khai đăng ký xe trên Cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. Cơ quan đăng ký xe tiếp nhận hồ sơ trong giờ làm việc. + Trả kết quả qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe.,"Bước 1: Chủ xe đăng nhập bằng tài khoản định danh mức độ 2 trên cổng dịch vụ công hoặc Ứng dụng định danh quốc gia và kê khai chính xác, đầy đủ, trung thực các nội dung trong mẫu giấy khai đăng ký xe điện tử và thực hiện theo hướng dẫn (chủ xe không cần ký). Bước 2: Chủ xe thực hiện lựa chọn biển số: biển định danh (thực hiện chọn biển định danh); xác nhận biển đấu giá; hoặc bấm biển số mới (nếu chưa có biển số định danh) trên cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. Bước 3: Cổng dịch vụ công, Ứng dụng định danh quốc gia thông báo mã dịch vụ công và biển số xe được cấp cho chủ xe; hướng dẫn nộp tiền lệ phí đăng ký xe qua tin nhắn điện thoại hoặc địa chỉ thư điện tử hoặc thông báo trên Ứng dụng định danh quốc gia để chủ xe nộp tiền lệ phí qua tiện ích thanh toán được tích hợp trên cổng dịch vụ công, Ứng dụng định danh quốc gia. Bước 4: Sau khi thanh toán thành công lệ phí đăng ký xe, cổng dịch vụ công, Ứng dụng định danh quốc gia thông báo cho chủ xe việc hoàn thành nộp lệ phí; Bước 5: Cán bộ đăng ký xe thực hiện tiếp nhận, kiểm tra, hiệu chỉnh dữ liệu đăng ký xe lần đầu trực tuyến toàn trình từ cổng dịch vụ công, Ứng dụng định danh quốc gia chuyển về hệ thống đăng ký, quản lý xe; in giấy khai đăng ký xe, chứng nhận đăng ký xe; trình lãnh đạo cấp có thẩm quyền duyệt, ký hồ sơ xe, chứng nhận đăng ký xe, sổ đăng ký xe và các giấy tờ liên quan; đóng dấu hồ sơ xe. Trả chứng nhận đăng ký xe, biển số xe (dán tem nhận diện vào biển số xe trúng đấu giá hoặc biển số xe sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường) cho chủ xe qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe; Bước 6: Chủ xe nhận thông báo về việc trả kết quả đăng ký xe từ cổng dịch vụ công, Ứng dụng định danh quốc gia. Nhận chứng nhận đăng ký xe, biển số xe qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe và nộp lại Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu hoặc thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu (có dán bản chà số máy, số khung có đóng dấu giáp lai của đơn vị nhập khẩu xe). Trường hợp chủ xe không nộp hoặc thông tin bản chà số máy, số khung cung cấp không đúng với thông tin đã kê khai thì chủ xe phải mang xe đến cơ quan đăng ký xe để kiểm tra và nhận kết quả đăng ký xe; Trường hợp không có bản giấy thì nộp bản in từ hệ thống cơ sở dữ liệu điện tử chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường đối với xe nhập khẩu hoặc thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường đối với xe nhập khẩu có dán bản chà số máy, số khung xe đóng dấu giáp lai của đơn vị nhập khẩu xe. Bước 7: Cán bộ đăng ký xe nhận Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu hoặc thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu để kiểm tra, đối chiếu với dữ liệu trên hệ thống đăng ký, quản lý xe, ký xác nhận đã kiểm tra, đối chiếu lên bản chà số máy, số khung của xe để lưu vào hồ sơ đăng ký xe; quét bản chà số máy, số khung của xe và tải lên hệ thống đăng ký, quản lý xe.","+ Cấp chứng nhận đăng ký xe, cấp mới biển số xe: Không quá 02 ngày làm việc, kể từ  khi nhận đủ hồ sơ hợp lệ. + Cấp chứng nhận đăng ký xe, cấp mới biển số xe trúng đấu giá, cấp biển số định danh: Không quá 07 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ. + Đối với các trường hợp phải nộp lệ phí đăng ký xe thì thời hạn giải quyết đăng ký xe được tính từ khi nhận đủ hồ sơ hợp lệ và chủ xe hoàn thành việc nộp lệ phí đăng ký xe.","Không || Thông tư số 60/2023/TT-BTC ngày 07/9/2023 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý lệ phí đăng ký, cấp biển số phương tiện giao thông cơ giới đường bộ. Thông tư số 06/2025/TT-BTC ngày 24/01/2025 sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Tài chính quy định về phí, lệ phí.",,"1. Giấy khai đăng ký xe (mẫu ĐKX10/79 ban hành kèm theo Thông tư số 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an). 2. Giấy tờ của chủ xe: sử dụng Ứng dụng định danh điện tử mức độ 2 để đăng nhập trên Cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. 3. Giấy tờ của xe (sử dụng dữ liệu điện tử của Hóa đơn điện tử; Lệ phí trước bạ; Hải quan điện tử). Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu hoặc thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường xe nhập khẩu (có dán bản chà số máy, số khung có đóng dấu giáp lai của đơn vị nhập khẩu xe).","Chủ xe là công dân Việt Nam có tài khoản định danh mức độ 2; Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe máy chuyên dùng nhập khẩu hoặc thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường xe máy chuyên dùng nhập khẩu có dán bản chà số máy, số khung có đóng dấu giáp lai của đơn vị nhập khẩu.","+ Luật Trật tự, an toàn Giao thông đường bộ (Luật số 36/2024/QH15 ngày 27/06/2024); + Thông tư số 79/2024/TT-BCA ngày 15/11/2024 của Bộ trưởng Bộ Công an quy định về cấp, thu hồi chứng nhận đăng ký, biển số xe cơ giới, xe máy chuyên dùng. + Thông tư số 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an sửa đổi, bổ sung một số điều của các thông tư quy định về trật tự, an toàn giao thông đường bộ, đường sắt và đường thủy nội địa. + Thông tư số 60/2023/TT-BTC ngày 07/9/2023 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý lệ phí đăng ký, cấp biển số phương tiện giao thông cơ giới đường bộ. + Thông tư số 06/2025/TT-BTC ngày 24/01/2025 sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Tài chính quy định về phí, lệ phí.",,+ Giấy chứng nhận đăng ký xe. + Biển số xe.,None,,,,
https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=56952,Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước,1.012575,"Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ","Cơ quan làm thủ tục đăng ký xe cấp tỉnh, cấp xã theo quy định tại: Điều 4 Thông tư số 79/2024/TT-BCA; Điều 12 Thông tư số 13/2025/TT-BCA.",Dịch vụ công trực tuyến toàn trình,+ Chủ xe thực hiện kê khai đăng ký xe trên Cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. Cơ quan đăng ký xe tiếp nhận hồ sơ trong giờ làm việc. + Trả kết quả qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe.,"Bước 1: Chủ xe đăng nhập bằng tài khoản định danh mức độ 2 trên cổng dịch vụ công hoặc Ứng dụng định danh quốc gia và kê khai chính xác, đầy đủ, trung thực các nội dung trong mẫu giấy khai đăng ký xe điện tử và thực hiện theo hướng dẫn (chủ xe không cần ký). Bước 2: Chủ xe thực hiện lựa chọn biển số: biển định danh (thực hiện chọn biển định danh); xác nhận biển đấu giá; hoặc bấm biển số mới (nếu chưa có biển số định danh) trên cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. Bước 3: Cổng dịch vụ công, Ứng dụng định danh quốc gia thông báo mã dịch vụ công và biển số xe được cấp cho chủ xe; hướng dẫn nộp tiền lệ phí đăng ký xe qua tin nhắn điện thoại hoặc địa chỉ thư điện tử hoặc thông báo trên Ứng dụng định danh quốc gia để chủ xe nộp tiền lệ phí qua tiện ích thanh toán được tích hợp trên cổng dịch vụ công, Ứng dụng định danh quốc gia. Bước 4: Sau khi thanh toán thành công lệ phí đăng ký xe, cổng dịch vụ công, Ứng dụng định danh quốc gia thông báo cho chủ xe việc hoàn thành nộp lệ phí; Bước 5: Cán bộ đăng ký xe thực hiện tiếp nhận, kiểm tra, hiệu chỉnh dữ liệu đăng ký xe lần đầu trực tuyến toàn trình từ cổng dịch vụ công, Ứng dụng định danh quốc gia chuyển về hệ thống đăng ký, quản lý xe; in giấy khai đăng ký xe, chứng nhận đăng ký xe; trình lãnh đạo cấp có thẩm quyền duyệt, ký hồ sơ xe, chứng nhận đăng ký xe, sổ đăng ký xe và các giấy tờ liên quan; đóng dấu hồ sơ xe. Trả chứng nhận đăng ký xe, biển số xe (dán tem nhận diện vào biển số xe trúng đấu giá hoặc biển số xe sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường) cho chủ xe qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe; Bước 6: Chủ xe nhận thông báo về việc trả kết quả đăng ký xe từ cổng dịch vụ công, Ứng dụng định danh quốc gia. Nhận chứng nhận đăng ký xe, biển số xe qua dịch vụ bưu chính hoặc trực tiếp tại cơ quan đăng ký xe và nộp lại Phiếu kiểm tra chất lượng xuất xưởng (có dán bản chà số máy, số khung có đóng dấu giáp lai của cơ sở sản xuất). Trường hợp chủ xe không nộp hoặc thông tin bản chà số máy, số khung cung cấp không đúng với thông tin đã kê khai thì chủ xe phải mang xe đến cơ quan đăng ký xe để kiểm tra và nhận kết quả đăng ký xe; Trường hợp không có bản giấy thì nộp bản in từ hệ thống cơ sở dữ liệu điện tử phiếu kiểm tra chất lượng xuất xưởng có dán bản chà số máy, số khung xe đóng dấu giáp lai của cơ sở sản xuất xe. Bước 7: Cán bộ đăng ký xe nhận Phiếu kiểm tra chất lượng xuất xưởng để kiểm tra, đối chiếu với dữ liệu trên hệ thống đăng ký, quản lý xe, ký xác nhận đã kiểm tra, đối chiếu lên bản chà số máy, số khung của xe để lưu vào hồ sơ đăng ký xe; quét bản chà số máy, số khung của xe và tải lên hệ thống đăng ký, quản lý xe.","+ Cấp chứng nhận đăng ký xe, cấp mới biển số xe: Không quá 02 ngày làm việc, kể từ  khi nhận đủ hồ sơ hợp lệ. + Cấp chứng nhận đăng ký xe, cấp mới biển số xe trúng đấu giá, cấp biển số định danh: Không quá 07 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ. + Đối với các trường hợp phải nộp lệ phí đăng ký xe thì thời hạn giải quyết đăng ký xe được tính từ khi nhận đủ hồ sơ hợp lệ và chủ xe hoàn thành việc nộp lệ phí đăng ký xe.","Không || Thông tư số 60/2023/TT-BTC ngày 07/9/2023 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý lệ phí đăng ký, cấp biển số phương tiện giao thông cơ giới đường bộ. Thông tư số 06/2025/TT-BTC ngày 24/01/2025 sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Tài chính quy định về phí, lệ phí.",,"1. Giấy khai đăng ký xe (mẫu ĐKX10/79 ban hành kèm theo Thông tư số 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an). 2. Giấy tờ của chủ xe: sử dụng Ứng dụng định danh điện tử mức độ 2 để đăng nhập trên Cổng dịch vụ công hoặc Ứng dụng định danh quốc gia. 3. Giấy tờ của xe (sử dụng dữ liệu điện tử của Phiếu kiểm tra chất lượng xuất xưởng; Hóa đơn điện tử; Lệ phí trước bạ). Phiếu kiểm tra chất lượng xuất xưởng (có dán bản chà số máy, số khung có đóng dấu giáp lai của cơ sở sản xuất).","Chủ xe là công dân Việt Nam có tài khoản định danh mức độ 2; Phiếu kiểm tra chất lượng xuất xưởng có dán bản chà số máy, số khung có đóng dấu giáp lai của cơ sở sản xuất.","+ Luật Trật tự, an toàn Giao thông đường bộ (Luật số 36/2024/QH15 ngày 27/06/2024); + Thông tư số 79/2024/TT-BCA ngày 15/11/2024 của Bộ trưởng Bộ Công an quy định về cấp, thu hồi chứng nhận đăng ký, biển số xe cơ giới, xe máy chuyên dùng. + Thông tư số 13/2025/TT-BCA ngày 28/02/2025 của Bộ trưởng Bộ Công an sửa đổi, bổ sung một số điều của các thông tư quy định về trật tự, an toàn giao thông đường bộ, đường sắt và đường thủy nội địa. + Thông tư số 60/2023/TT-BTC ngày 07/9/2023 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý lệ phí đăng ký, cấp biển số phương tiện giao thông cơ giới đường bộ. + Thông tư số 06/2025/TT-BTC ngày 24/01/2025 sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Tài chính quy định về phí, lệ phí.",,Giấy chứng nhận đăng ký xe và biển số xe.,None,,,,
